"Gene_name" "chromosome" "start" "end" "biotype" "band"
"NFU1" "2" 69622882 69664760 "protein_coding" "2:p13.3"
"AAK1" "2" 69688532 69901481 "protein_coding" "2:p13.3"
"ANXA4" "2" 69871557 70053596 "protein_coding" "2:p13.3"
"GMCL1" "2" 70056774 70108528 "protein_coding" "2:p13.3"
"SNRNP27" "2" 70120692 70132707 "protein_coding" "2:p13.3"
"MXD1" "2" 70124820 70170077 "protein_coding" "2:p13.3"
"AC019206.1" "2" 70129482 70129841 "protein_coding" "2:p13.3"
"ASPRV1" "2" 70187226 70189397 "protein_coding" "2:p13.3"
"PCBP1" "2" 70314585 70316332 "protein_coding" "2:p13.3"
"C2orf42" "2" 70377012 70475747 "protein_coding" "2:p13.3"
"TIA1" "2" 70436576 70475792 "protein_coding" "2:p13.3"
"PCYOX1" "2" 70484518 70508323 "protein_coding" "2:p13.3"
"SNRPG" "2" 70508494 70520903 "protein_coding" "2:p13.3"
"FAM136A" "2" 70523107 70529222 "protein_coding" "2:p13.3"
"TGFA" "2" 70674412 70781325 "protein_coding" "2:p13.3"
"ADD2" "2" 70834750 70995357 "protein_coding" "2:p13.3"
"FIGLA" "2" 71004442 71017775 "protein_coding" "2:p13.3"
"CLEC4F" "2" 71035775 71047732 "protein_coding" "2:p13.3"
"CD207" "2" 71057347 71062952 "protein_coding" "2:p13.3"
"VAX2" "2" 71127720 71160576 "protein_coding" "2:p13.3"
"ATP6V1B1" "2" 71163012 71192536 "protein_coding" "2:p13.3"
"AC007040.11" "2" 71166448 71222466 "protein_coding" "2:p13.3"
"ANKRD53" "2" 71205510 71212626 "protein_coding" "2:p13.3"
"TEX261" "2" 71213068 71222075 "protein_coding" "2:p13.3"
"NAGK" "2" 71291474 71306935 "protein_coding" "2:p13.3"
"MCEE" "2" 71336814 71357369 "protein_coding" "2:p13.3"
"MPHOSPH10" "2" 71357444 71377231 "protein_coding" "2:p13.3"
"PAIP2B" "2" 71409869 71454213 "protein_coding" "2:p13.3"
"ZNF638" "2" 71503691 71662199 "protein_coding" "2:p13.2"
"DYSF" "2" 71680852 71913898 "protein_coding" "2:p13.2"
"CYP26B1" "2" 72356367 72375167 "protein_coding" "2:p13.2"
"EXOC6B" "2" 72403113 73053170 "protein_coding" "2:p13.2"
"SPR" "2" 73114489 73119287 "protein_coding" "2:p13.2"
"EMX1" "2" 73143389 73162020 "protein_coding" "2:p13.2"
"SFXN5" "2" 73169165 73302747 "protein_coding" "2:p13.2"
"RAB11FIP5" "2" 73300510 73383849 "protein_coding" "2:p13.2"
"NOTO" "2" 73429386 73439641 "protein_coding" "2:p13.2"
"SMYD5" "2" 73441350 73454365 "protein_coding" "2:p13.2"
"PRADC1" "2" 73455134 73460366 "protein_coding" "2:p13.2"
"CCT7" "2" 73460548 73480149 "protein_coding" "2:p13.2"
"FBXO41" "2" 73481810 73511559 "protein_coding" "2:p13.2"
"EGR4" "2" 73518058 73520833 "protein_coding" "2:p13.1"
"ALMS1" "2" 73612886 73837920 "protein_coding" "2:p13.1"
"NAT8" "2" 73867959 73869520 "protein_coding" "2:p13.1"
"TPRKB" "2" 73956231 73964527 "protein_coding" "2:p13.1"
"DUSP11" "2" 73989311 74007284 "protein_coding" "2:p13.1"
"C2orf78" "2" 74011316 74044274 "protein_coding" "2:p13.1"
"STAMBP" "2" 74056086 74100786 "protein_coding" "2:p13.1"
"ACTG2" "2" 74119441 74146992 "protein_coding" "2:p13.1"
"DGUOK" "2" 74153953 74186088 "protein_coding" "2:p13.1"
"TET3" "2" 74229840 74335303 "protein_coding" "2:p13.1"
"MGC10955" "2" 74361599 74362521 "protein_coding" "2:p13.1"
"BOLA3" "2" 74362525 74375121 "protein_coding" "2:p13.1"
"MOB1A" "2" 74379655 74406025 "protein_coding" "2:p13.1"
"CATX-2" "2" 74418517 74418627 "protein_coding" "2:p13.1"
"MTHFD2" "2" 74425689 74444692 "protein_coding" "2:p13.1"
"RP11-287D1.3" "2" 74438731 74590504 "protein_coding" "2:p13.1"
"SLC4A5" "2" 74443369 74570541 "protein_coding" "2:p13.1"
"DCTN1" "2" 74588281 74619214 "protein_coding" "2:p13.1"
"C2orf81" "2" 74641304 74648718 "protein_coding" "2:p13.1"
"WDR54" "2" 74648805 74652882 "protein_coding" "2:p13.1"
"RTKN" "2" 74652963 74669549 "protein_coding" "2:p13.1"
"INO80B" "2" 74682150 74688011 "protein_coding" "2:p13.1"
"WBP1" "2" 74685456 74688018 "protein_coding" "2:p13.1"
"MOGS" "2" 74688184 74692537 "protein_coding" "2:p13.1"
"MRPL53" "2" 74699085 74700449 "protein_coding" "2:p13.1"
"CCDC142" "2" 74699113 74710535 "protein_coding" "2:p13.1"
"TTC31" "2" 74710200 74722013 "protein_coding" "2:p13.1"
"LBX2" "2" 74724644 74730443 "protein_coding" "2:p13.1"
"PCGF1" "2" 74732170 74735707 "protein_coding" "2:p13.1"
"TLX2" "2" 74740590 74744274 "protein_coding" "2:p13.1"
"DQX1" "2" 74745258 74753463 "protein_coding" "2:p13.1"
"AUP1" "2" 74753772 74757066 "protein_coding" "2:p13.1"
"HTRA2" "2" 74756504 74760472 "protein_coding" "2:p13.1"
"LOXL3" "2" 74759541 74782817 "protein_coding" "2:p13.1"
"DOK1" "2" 74776153 74784681 "protein_coding" "2:p13.1"
"M1AP" "2" 74785010 74875465 "protein_coding" "2:p13.1"
"SEMA4F" "2" 74881355 74909186 "protein_coding" "2:p13.1"
"HK2" "2" 75061108 75120486 "protein_coding" "2:p12"
"POLE4" "2" 75185619 75197255 "protein_coding" "2:p12"
"TACR1" "2" 75273590 75426826 "protein_coding" "2:p12"
"EVA1A" "2" 75696428 75796848 "protein_coding" "2:p12"
"MRPL19" "2" 75873909 75917977 "protein_coding" "2:p12"
"GCFC2" "2" 75879126 75938115 "protein_coding" "2:p12"
"LRRTM4" "2" 76974845 77820445 "protein_coding" "2:p12"
"REG3G" "2" 79252812 79255631 "protein_coding" "2:p12"
"REG1B" "2" 79312156 79315145 "protein_coding" "2:p12"
"REG1A" "2" 79347488 79350545 "protein_coding" "2:p12"
"REG3A" "2" 79384132 79386879 "protein_coding" "2:p12"
"CTNNA2" "2" 79412357 80875905 "protein_coding" "2:p12"
"LRRTM1" "2" 80515483 80531874 "protein_coding" "2:p12"
"SUCLG1" "2" 84650647 84687169 "protein_coding" "2:p11.2"
"DNAH6" "2" 84743579 85046713 "protein_coding" "2:p11.2"
"TRABD2A" "2" 85048774 85134132 "protein_coding" "2:p11.2"
"AC022210.1" "2" 85122209 85122345 "protein_coding" "2:p11.2"
"TMSB10" "2" 85132749 85133795 "protein_coding" "2:p11.2"
"KCMF1" "2" 85198216 85286595 "protein_coding" "2:p11.2"
"TCF7L1" "2" 85360533 85537511 "protein_coding" "2:p11.2"
"TGOLN2" "2" 85545147 85555548 "protein_coding" "2:p11.2"
"RETSAT" "2" 85569211 85581743 "protein_coding" "2:p11.2"
"ELMOD3" "2" 85581517 85618875 "protein_coding" "2:p11.2"
"CAPG" "2" 85621871 85645555 "protein_coding" "2:p11.2"
"SH2D6" "2" 85645844 85664152 "protein_coding" "2:p11.2"
"MAT2A" "2" 85766288 85772403 "protein_coding" "2:p11.2"
"GGCX" "2" 85771846 85788670 "protein_coding" "2:p11.2"
"VAMP8" "2" 85788685 85809154 "protein_coding" "2:p11.2"
"VAMP5" "2" 85811531 85820535 "protein_coding" "2:p11.2"
"RNF181" "2" 85822848 85824736 "protein_coding" "2:p11.2"
"TMEM150A" "2" 85825671 85830319 "protein_coding" "2:p11.2"
"USP39" "2" 85829979 85876403 "protein_coding" "2:p11.2"
"C2orf68" "2" 85833777 85839189 "protein_coding" "2:p11.2"
"SFTPB" "2" 85884437 85895864 "protein_coding" "2:p11.2"
"GNLY" "2" 85912298 85925977 "protein_coding" "2:p11.2"
"ATOH8" "2" 85978467 86015189 "protein_coding" "2:p11.2"
"ST3GAL5" "2" 86066267 86116137 "protein_coding" "2:p11.2"
"POLR1A" "2" 86247339 86333278 "protein_coding" "2:p11.2"
"PTCD3" "2" 86333305 86369280 "protein_coding" "2:p11.2"
"IMMT" "2" 86371055 86422893 "protein_coding" "2:p11.2"
"MRPL35" "2" 86426478 86440917 "protein_coding" "2:p11.2"
"REEP1" "2" 86441116 86565206 "protein_coding" "2:p11.2"
"KDM3A" "2" 86667770 86719839 "protein_coding" "2:p11.2"
"CHMP3" "2" 86730554 86948245 "protein_coding" "2:p11.2"
"RNF103-CHMP3" "2" 86732791 86948245 "protein_coding" "2:p11.2"
"RNF103" "2" 86830516 86850989 "protein_coding" "2:p11.2"
"RMND5A" "2" 86947296 87005164 "protein_coding" "2:p11.2"
"CD8A" "2" 87011729 87035519 "protein_coding" "2:p11.2"
"CD8B" "2" 87042462 87089047 "protein_coding" "2:p11.2"
"AC111200.1" "2" 87089023 87092827 "protein_coding" "2:p11.2"
"RGPD1" "2" 87135076 87241104 "protein_coding" "2:p11.2"
"PLGLB1" "2" 87229682 87248975 "protein_coding" "2:p11.2"
"PLGLB2" "2" 88047606 88058312 "protein_coding" "2:p11.2"
"RGPD2" "2" 88055474 88285309 "protein_coding" "2:p11.2"
"KRCC1" "2" 88326724 88355248 "protein_coding" "2:p11.2"
"SMYD1" "2" 88367299 88412906 "protein_coding" "2:p11.2"
"FABP1" "2" 88422510 88427635 "protein_coding" "2:p11.2"
"THNSL2" "2" 88469835 88486146 "protein_coding" "2:p11.2"
"TEX37" "2" 88824169 88829102 "protein_coding" "2:p11.2"
"EIF2AK3" "2" 88856259 88927094 "protein_coding" "2:p11.2"
"RPIA" "2" 88991162 89050452 "protein_coding" "2:p11.2"
"CH17-132F21.1" "2" 90458201 90458671 "protein_coding" "2:p11.2"
"RP11-685N3.1" "2" 90537839 90538397 "protein_coding" "2:p11.1"
"TEKT4" "2" 95537178 95542574 "protein_coding" "2:q11.1"
"MAL" "2" 95691422 95719737 "protein_coding" "2:q11.1"
"MRPS5" "2" 95752952 95815179 "protein_coding" "2:q11.1"
"ZNF514" "2" 95813075 95831158 "protein_coding" "2:q11.1"
"ZNF2" "2" 95831177 95850065 "protein_coding" "2:q11.1"
"PROM2" "2" 95940201 95957056 "protein_coding" "2:q11.1"
"KCNIP3" "2" 95963052 96051825 "protein_coding" "2:q11.1"
"FAHD2A" "2" 96068469 96082364 "protein_coding" "2:q11.1"
"TRIM43" "2" 96257766 96265526 "protein_coding" "2:q11.1"
"ANKRD36C" "2" 96514587 96657541 "protein_coding" "2:q11.1"
"GPAT2" "2" 96687694 96705199 "protein_coding" "2:q11.1"
"ADRA2B" "2" 96778707 96781984 "protein_coding" "2:q11.1"
"ASTL" "2" 96789589 96804175 "protein_coding" "2:q11.1"
"DUSP2" "2" 96808905 96811179 "protein_coding" "2:q11.2"
"STARD7" "2" 96850597 96874563 "protein_coding" "2:q11.2"
"TMEM127" "2" 96914254 96931732 "protein_coding" "2:q11.2"
"CIAO1" "2" 96931870 96939087 "protein_coding" "2:q11.2"
"SNRNP200" "2" 96940074 96971297 "protein_coding" "2:q11.2"
"ITPRIPL1" "2" 96991069 96994091 "protein_coding" "2:q11.2"
"NCAPH" "2" 97001525 97039583 "protein_coding" "2:q11.2"
"ARID5A" "2" 97202480 97218375 "protein_coding" "2:q11.2"
"KANSL3" "2" 97258907 97308524 "protein_coding" "2:q11.2"
"LMAN2L" "2" 97371666 97405801 "protein_coding" "2:q11.2"
"CNNM4" "2" 97426639 97477628 "protein_coding" "2:q11.2"
"CNNM3" "2" 97481982 97499648 "protein_coding" "2:q11.2"
"ANKRD23" "2" 97490263 97523671 "protein_coding" "2:q11.2"
"ANKRD39" "2" 97502348 97523832 "protein_coding" "2:q11.2"
"SEMA4C" "2" 97525453 97536494 "protein_coding" "2:q11.2"
"FAM178B" "2" 97541620 97684175 "protein_coding" "2:q11.2"
"FAHD2B" "2" 97749320 97760619 "protein_coding" "2:q11.2"
"ANKRD36" "2" 97779233 97930258 "protein_coding" "2:q11.2"
"COX5B" "2" 98262503 98264846 "protein_coding" "2:q11.2"
"ACTR1B" "2" 98272431 98280570 "protein_coding" "2:q11.2"
"ZAP70" "2" 98330023 98356325 "protein_coding" "2:q11.2"
"TMEM131" "2" 98372799 98612388 "protein_coding" "2:q11.2"
"VWA3B" "2" 98703579 98929762 "protein_coding" "2:q11.2"
"AC092675.3" "2" 98947852 98972468 "protein_coding" "2:q11.2"
"CNGA3" "2" 98962618 99015064 "protein_coding" "2:q11.2"
"INPP4A" "2" 99061317 99210853 "protein_coding" "2:q11.2"
"COA5" "2" 99215773 99224978 "protein_coding" "2:q11.2"
"UNC50" "2" 99225042 99234978 "protein_coding" "2:q11.2"
"MGAT4A" "2" 99235569 99347589 "protein_coding" "2:q11.2"
"KIAA1211L" "2" 99410309 99552722 "protein_coding" "2:q11.2"
"TSGA10" "2" 99613724 99771427 "protein_coding" "2:q11.2"
"C2orf15" "2" 99757948 99939204 "protein_coding" "2:q11.2"
"C2ORF15" "2" 99757948 99767950 "protein_coding" "2:q11.2"
"LIPT1" "2" 99771418 99779620 "protein_coding" "2:q11.2"
"MRPL30" "2" 99771461 99811761 "protein_coding" "2:q11.2"
"MITD1" "2" 99777890 99797521 "protein_coding" "2:q11.2"
"LYG2" "2" 99858709 99871745 "protein_coding" "2:q11.2"
"LYG1" "2" 99900701 99921205 "protein_coding" "2:q11.2"
"TXNDC9" "2" 99935445 99957165 "protein_coding" "2:q11.2"
"EIF5B" "2" 99953816 100017789 "protein_coding" "2:q11.2"
"REV1" "2" 100016938 100106497 "protein_coding" "2:q11.2"
"AFF3" "2" 100162323 100759201 "protein_coding" "2:q11.2"
"LONRF2" "2" 100889753 100939195 "protein_coding" "2:q11.2"
"AC012493.2" "2" 100986705 100987007 "protein_coding" "2:q11.2"
"CHST10" "2" 101008327 101034118 "protein_coding" "2:q11.2"
"NMS" "2" 101086944 101099742 "protein_coding" "2:q11.2"
"PDCL3" "2" 101179152 101193197 "protein_coding" "2:q11.2"
"NPAS2" "2" 101436614 101613291 "protein_coding" "2:q11.2"
"RPL31" "2" 101618177 101640494 "protein_coding" "2:q11.2"
"TBC1D8" "2" 101624079 101869328 "protein_coding" "2:q11.2"
"CNOT11" "2" 101869264 101886778 "protein_coding" "2:q11.2"
"RNF149" "2" 101887681 101925163 "protein_coding" "2:q11.2"
"CREG2" "2" 101962013 102004057 "protein_coding" "2:q11.2"
"RFX8" "2" 102013823 102091165 "protein_coding" "2:q11.2"
"MAP4K4" "2" 102313312 102511149 "protein_coding" "2:q11.2"
"FLJ20373" "2" 102508955 102511150 "protein_coding" "2:q11.2"
"IL1R2" "2" 102608306 102645006 "protein_coding" "2:q11.2"
"IL1R1" "2" 102681004 102796334 "protein_coding" "2:q11.2"
"IL1RL2" "2" 102803433 102856462 "protein_coding" "2:q12.1"
"IL1RL1" "2" 102927962 102968497 "protein_coding" "2:q12.1"
"IL18R1" "2" 102927989 103015218 "protein_coding" "2:q12.1"
"IL18RAP" "2" 103035149 103069025 "protein_coding" "2:q12.1"
"SLC9A4" "2" 103089762 103150431 "protein_coding" "2:q12.1"
"SLC9A2" "2" 103236166 103327777 "protein_coding" "2:q12.1"
"MFSD9" "2" 103332299 103353347 "protein_coding" "2:q12.1"
"TMEM182" "2" 103353367 103460352 "protein_coding" "2:q12.1"
"POU3F3" "2" 105471969 105476929 "protein_coding" "2:q12.1"
"MRPS9" "2" 105654441 105716418 "protein_coding" "2:q12.1"
"GPR45" "2" 105858200 105859924 "protein_coding" "2:q12.1"
"AC012360.1" "2" 105867759 105869601 "protein_coding" "2:q12.1"
"TGFBRAP1" "2" 105880871 105946491 "protein_coding" "2:q12.1"
"AC012360.2" "2" 105882490 105882585 "protein_coding" "2:q12.1"
"C2orf49" "2" 105953816 105965668 "protein_coding" "2:q12.1"
"FHL2" "2" 105974169 106054970 "protein_coding" "2:q12.1"
"NCK2" "2" 106361354 106510730 "protein_coding" "2:q12.2"
"C2orf40" "2" 106679702 106694615 "protein_coding" "2:q12.2"
"UXS1" "2" 106709759 106810795 "protein_coding" "2:q12.2"
"RGPD3" "2" 107021446 107084832 "protein_coding" "2:q12.2"
"AC108868.1" "2" 107099728 107103848 "protein_coding" "2:q12.2"
"ST6GAL2" "2" 107418056 107503564 "protein_coding" "2:q12.2"
"RGPD4" "2" 108443388 108507297 "protein_coding" "2:q12.3"
"SLC5A7" "2" 108602979 108630450 "protein_coding" "2:q12.3"
"SULT1C3" "2" 108863651 108881807 "protein_coding" "2:q12.3"
"SULT1C2" "2" 108905095 108926371 "protein_coding" "2:q12.3"
"SULT1C4" "2" 108994367 109004513 "protein_coding" "2:q12.3"
"GCC2" "2" 109065017 109125871 "protein_coding" "2:q12.3"
"LIMS1" "2" 109150857 109303702 "protein_coding" "2:q12.3"
"RANBP2" "2" 109335937 109402267 "protein_coding" "2:q12.3"
"CCDC138" "2" 109403213 109501933 "protein_coding" "2:q12.3"
"EDAR" "2" 109510927 109605828 "protein_coding" "2:q12.3"
"SH3RF3" "2" 109745804 110262207 "protein_coding" "2:q12.3"
"SEPT10" "2" 110300559 110371783 "protein_coding" "2:q13"
"SOWAHC" "2" 110371911 110376563 "protein_coding" "2:q13"
"RGPD5" "2" 110550335 110615272 "protein_coding" "2:q13"
"LIMS3" "2" 110656005 110677180 "protein_coding" "2:q13"
"MALL" "2" 110841447 110874143 "protein_coding" "2:q13"
"NPHP1" "2" 110879888 110962643 "protein_coding" "2:q13"
"LIMS3L" "2" 111160511 111230652 "protein_coding" "2:q13"
"RGPD6" "2" 111271389 111334762 "protein_coding" "2:q13"
"BUB1" "2" 111395275 111435691 "protein_coding" "2:q13"
"ACOXL" "2" 111490150 111875799 "protein_coding" "2:q13"
"BCL2L11" "2" 111876955 111926024 "protein_coding" "2:q13"
"ANAPC1" "2" 112523848 112642267 "protein_coding" "2:q13"
"MERTK" "2" 112656056 112787138 "protein_coding" "2:q13"
"TMEM87B" "2" 112812800 112876895 "protein_coding" "2:q13"
"FBLN7" "2" 112895962 112945791 "protein_coding" "2:q13"
"ZC3H8" "2" 112969102 113012713 "protein_coding" "2:q13"
"ZC3H6" "2" 113033171 113097640 "protein_coding" "2:q13"
"RGPD8" "2" 113127669 113192065 "protein_coding" "2:q13"
"TTL" "2" 113239731 113299316 "protein_coding" "2:q13"
"POLR1B" "2" 113299492 113334635 "protein_coding" "2:q13"
"CHCHD5" "2" 113341817 113346852 "protein_coding" "2:q13"
"SLC20A1" "2" 113403434 113421404 "protein_coding" "2:q13"
"NT5DC4" "2" 113479063 113500456 "protein_coding" "2:q13"
"CKAP2L" "2" 113493930 113522254 "protein_coding" "2:q13"
"IL1A" "2" 113531492 113542167 "protein_coding" "2:q13"
"IL1B" "2" 113587328 113594480 "protein_coding" "2:q13"
"IL37" "2" 113670548 113676459 "protein_coding" "2:q13"
"IL36G" "2" 113730780 113743242 "protein_coding" "2:q13"
"IL36A" "2" 113763038 113765621 "protein_coding" "2:q13"
"IL36B" "2" 113779668 113810444 "protein_coding" "2:q13"
"IL36RN" "2" 113816215 113822959 "protein_coding" "2:q13"
"IL1F10" "2" 113825547 113833427 "protein_coding" "2:q13"
"IL1RN" "2" 113864791 113891593 "protein_coding" "2:q13"
"PSD4" "2" 113914902 113966973 "protein_coding" "2:q13"
"PAX8" "2" 113973574 114036527 "protein_coding" "2:q13"
"CBWD2" "2" 114195268 114253766 "protein_coding" "2:q13"
"AC016745.1" "2" 114204992 114205429 "protein_coding" "2:q13"
"FOXD4L1" "2" 114256661 114258728 "protein_coding" "2:q13"
"RABL2A" "2" 114384806 114400973 "protein_coding" "2:q13"
"SLC35F5" "2" 114462588 114514400 "protein_coding" "2:q14.1"
"ACTR3" "2" 114647537 114720173 "protein_coding" "2:q14.1"
"DPP10" "2" 115199876 116603328 "protein_coding" "2:q14.1"
"DDX18" "2" 118572226 118589955 "protein_coding" "2:q14.1"
"CCDC93" "2" 118673054 118771709 "protein_coding" "2:q14.1"
"INSIG2" "2" 118846028 118868573 "protein_coding" "2:q14.2"
"EN1" "2" 119599747 119605254 "protein_coding" "2:q14.2"
"MARCO" "2" 119699742 119752236 "protein_coding" "2:q14.2"
"C1QL2" "2" 119913819 119916465 "protein_coding" "2:q14.2"
"STEAP3" "2" 119981384 120023228 "protein_coding" "2:q14.2"
"C2orf76" "2" 120059801 120124404 "protein_coding" "2:q14.2"
"DBI" "2" 120124497 120130126 "protein_coding" "2:q14.2"
"TMEM37" "2" 120187477 120196096 "protein_coding" "2:q14.2"
"SCTR" "2" 120197419 120282070 "protein_coding" "2:q14.2"
"PCDP1" "2" 120302008 120419827 "protein_coding" "2:q14.2"
"TMEM177" "2" 120436743 120444083 "protein_coding" "2:q14.2"
"PTPN4" "2" 120517207 120741394 "protein_coding" "2:q14.2"
"EPB41L5" "2" 120770581 120936695 "protein_coding" "2:q14.2"
"TMEM185B" "2" 120978854 120980984 "protein_coding" "2:q14.2"
"RALB" "2" 120997640 121052289 "protein_coding" "2:q14.2"
"INHBB" "2" 121103719 121109384 "protein_coding" "2:q14.2"
"FLJ14816" "2" 121221911 121223697 "protein_coding" "2:q14.2"
"GLI2" "2" 121493199 121750229 "protein_coding" "2:q14.2"
"TFCP2L1" "2" 121974163 122042783 "protein_coding" "2:q14.2"
"CLASP1" "2" 122095352 122407163 "protein_coding" "2:q14.2"
"MKI67IP" "2" 122484521 122494499 "protein_coding" "2:q14.3"
"TSN" "2" 122494679 122525429 "protein_coding" "2:q14.3"
"CNTNAP5" "2" 124782864 125672864 "protein_coding" "2:q14.3"
"GYPC" "2" 127413509 127454246 "protein_coding" "2:q14.3"
"AC114783.1" "2" 127656472 127659673 "protein_coding" "2:q14.3"
"BIN1" "2" 127805603 127864931 "protein_coding" "2:q14.3"
"CYP27C1" "2" 127941696 127977654 "protein_coding" "2:q14.3"
"ERCC3" "2" 128014866 128051752 "protein_coding" "2:q14.3"
"MAP3K2" "2" 128056306 128146041 "protein_coding" "2:q14.3"
"PROC" "2" 128176003 128186822 "protein_coding" "2:q14.3"
"IWS1" "2" 128193783 128284462 "protein_coding" "2:q14.3"
"MYO7B" "2" 128293378 128395304 "protein_coding" "2:q14.3"
"LIMS2" "2" 128395956 128439360 "protein_coding" "2:q14.3"
"GPR17" "2" 128403439 128410213 "protein_coding" "2:q14.3"
"WDR33" "2" 128458596 128568761 "protein_coding" "2:q14.3"
"SFT2D3" "2" 128458597 128461385 "protein_coding" "2:q14.3"
"POLR2D" "2" 128603840 128615731 "protein_coding" "2:q14.3"
"AMMECR1L" "2" 128619204 128643496 "protein_coding" "2:q14.3"
"SAP130" "2" 128698791 128785694 "protein_coding" "2:q14.3"
"UGGT1" "2" 128848774 128953251 "protein_coding" "2:q14.3"
"HS6ST1" "2" 128994290 129076151 "protein_coding" "2:q14.3"
"RAB6C" "2" 130737235 130740311 "protein_coding" "2:q21.1"
"POTEF" "2" 130831108 130886795 "protein_coding" "2:q21.1"
"CCDC74B" "2" 130896860 130902707 "protein_coding" "2:q21.1"
"SMPD4" "2" 130908981 130940323 "protein_coding" "2:q21.1"
"MZT2B" "2" 130939310 130948302 "protein_coding" "2:q21.1"
"TUBA3E" "2" 130949318 130956034 "protein_coding" "2:q21.1"
"CCDC115" "2" 131095814 131099922 "protein_coding" "2:q21.1"
"IMP4" "2" 131099798 131105383 "protein_coding" "2:q21.1"
"PTPN18" "2" 131113580 131132982 "protein_coding" "2:q21.1"
"POTEI" "2" 131217028 131267239 "protein_coding" "2:q21.1"
"CFC1B" "2" 131278770 131285579 "protein_coding" "2:q21.1"
"AC013269.5" "2" 131296668 131307456 "protein_coding" "2:q21.1"
"AC140481.2" "2" 131328402 131341734 "protein_coding" "2:q21.1"
"CFC1" "2" 131350339 131357123 "protein_coding" "2:q21.1"
"POTEJ" "2" 131369054 131415664 "protein_coding" "2:q21.1"
"GPR148" "2" 131486643 131487909 "protein_coding" "2:q21.1"
"AMER3" "2" 131513008 131525707 "protein_coding" "2:q21.1"
"ARHGEF4" "2" 131594489 131804836 "protein_coding" "2:q21.1"
"FAM168B" "2" 131805449 131851033 "protein_coding" "2:q21.1"
"PLEKHB2" "2" 131862420 132111282 "protein_coding" "2:q21.1"
"POTEE" "2" 131975882 132022965 "protein_coding" "2:q21.1"
"CYP4F31P" "2" 132044330 132050127 "protein_coding" "2:q21.1"
"MZT2A" "2" 132222473 132250316 "protein_coding" "2:q21.1"
"TUBA3D" "2" 132233666 132240507 "protein_coding" "2:q21.1"
"CCDC74A" "2" 132285248 132291239 "protein_coding" "2:q21.1"
"C2orf27A" "2" 132479948 132524973 "protein_coding" "2:q21.1"
"C2orf27B" "2" 132552534 132559234 "protein_coding" "2:q21.2"
"ANKRD30BL" "2" 132905164 133015542 "protein_coding" "2:q21.2"
"GPR39" "2" 133174147 133404132 "protein_coding" "2:q21.2"
"LYPD1" "2" 133402426 133429152 "protein_coding" "2:q21.2"
"NCKAP5" "2" 133429374 134326034 "protein_coding" "2:q21.2"
"AC011755.1" "2" 133874577 133876625 "protein_coding" "2:q21.2"
"MGAT5" "2" 134877554 135212192 "protein_coding" "2:q21.2"
"TMEM163" "2" 135213330 135476570 "protein_coding" "2:q21.3"
"ACMSD" "2" 135596117 135659604 "protein_coding" "2:q21.3"
"CCNT2" "2" 135675805 135716912 "protein_coding" "2:q21.3"
"MAP3K19" "2" 135722061 135805038 "protein_coding" "2:q21.3"
"RAB3GAP1" "2" 135809835 135933964 "protein_coding" "2:q21.3"
"ZRANB3" "2" 135894486 136288806 "protein_coding" "2:q21.3"
"R3HDM1" "2" 136289025 136482840 "protein_coding" "2:q21.3"
"UBXN4" "2" 136499189 136542625 "protein_coding" "2:q21.3"
"LCT" "2" 136545410 136594750 "protein_coding" "2:q21.3"
"MCM6" "2" 136597196 136633996 "protein_coding" "2:q21.3"
